selected_text,sentiment
that's some serious **** steve. why didn't you send me pictures or call me!! You know i love a good yard sale.,neutral
but it's not working,negative
"Aw you named your car, that's very sweet. I'm sorry to hear that Petey has to go, I hope you find a really posh rollerskate.",neutral
miss,negative
"Is at coffee bean, met Dean",neutral
y does it hurt so much?,negative
hasn't had time to go on twitter since working full time!,neutral
WHAT THE HECK IS WRONG WITH YOU???!!,negative
you have every right to feel like a crazy fanboy! jason mraz and james morrison? the jealousy is tangible,neutral
"My eyes are starting to hurt! It's getting super late. But I just gotta keep tweeting. Haha! Philippines tour, please, Tom?",neutral
AWW thanks,positive
hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?,neutral
good,positive
english). It's not easy for me but I try to,neutral
s  I'm about ready to visit Torchwood,positive
boo,neutral
gym?  Have a great,positive
"Yay! At least I'll get to see you next year! I'm sad, too.",neutral
i started and fisnihsed gossip girl yesert=day,neutral
"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!",positive
Yup is ace film tho,neutral
good,positive
tired as ****.,negative
- Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed,neutral
got paid nowhere near as much as she thought she would,neutral
Follow Friday rickbaker24 i only have 6 friends,neutral
i just found a crack in my baking bowl...milk spilled everywhere,negative
Thanks!,positive
I really like how the weather widget on imac and iphone always predict different weather...not!,neutral
"i think it was more the tigers crumbling. so not surprising at all, really ... lol ...",neutral
good,positive
Oh it's so beautiful!,positive
miss,negative
is now on twitter.....,neutral
thanks,positive
happy,positive
best part of notting hill is on!!  &quot;daft prick&quot; haha,neutral
"im chillin right now,",positive
projects suck,negative
nice,positive
I don't want to sit at home,negative
Enjoying,positive
I'm so happy!,positive
tough,negative
Welcome  #Follow #Freude,neutral
hey im back on.. but msn won't work  darn msn haha. can't stop thinking about 3d movie haha!,neutral
hurt.,negative
morrissey will cure you  I am jealous. but not in a slash your tyres way just in a hope you enjoy it wish I cuold go way,neutral
watching supernatural  those boys can hunt me any day &lt;3 ha,neutral
reminds me of the weather a month ago it was horrible  I hope all is well hugs,neutral
": Yes, that's what I was implying. Was a bit too subtle, as usual, I suppose.",neutral
Hardly working,positive
Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neutral
best night everr!,positive
If you're going to actually read them you have to at least sign up  no fair!,neutral
hate,negative
big sad old loser,negative
"Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day",neutral
Has finally mastered the art to uploading a photo on said Twitter. You can no longer assume I'm a heffer,neutral
sensible.,positive
"I'm definitely make-up challenged. So, curling lashes and 'tined' moisturiser? Does this tip come with a glossary?",neutral
are hu,negative
its awful breezy out here good thing they sold blankets!,neutral
"I am mid-detox, I won't eat any",neutral
is truly a kindred soul.,positive
Happy,positive
lay by the pool and take a nap. my agenda for the day,neutral
m cool,positive
It's not working.,negative
Mouth hurts,negative
missing,negative
"Took calculus exam today, I think that I did well. I messed up one derivative identity though  Well, I never miss that one again.",negative
oh no.... please... dont do that to yourself again,negative
socialising  Wow.,positive
sad,negative
awful,negative
that sucks!,negative
t;3 have fun partying tonig,positive
Lol @ me and  whispering so we don't get in trouble and being almost 30! Feels great to be home feeling like kids,positive
SNL with Justin Timberlake!,neutral
_Mounce yes and it lasts way past my bedtime!,neutral
i fear th,negative
hurts.,negative
Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,neutral
awesome,positive
good job!,positive
"Trending you say? Well, there's",neutral
cute,positive
"sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love",neutral
! beautiful,positive
beautiful,positive
DAYUUMM Life's Hard,negative
against everything,negative
Favorite,positive
very bad dream,negative
awesome,positive
DIE,negative
amen to that brotha!,neutral
h I LOVE CALI so much,positive
delicious,positive
Buying my first mac,neutral
? Nice!,positive
fun,positive
ah. I lived all over the Baltimore/DC suburbs the last 5 yes then finally made it back to my home state,neutral
nice,positive
Sooo SAD,negative
Tshwane wants double rates but try and phone to get service - endless loop #fail,negative
Girls are confusing.,neutral
okay the new jonas episode was awesome,positive
s almost working.,positive
Your Right!,positive
I'm not sure why walking around in barnes and noble comforts me so much.,positive
thanks. before the major chop.,neutral
Happy Mothers Day!,positive
you should enter the giveaway then!!!! who couldn't use $25...I know I could,neutral
Almost 2 more hours then i'm out of work. Time couldn't go by any slower.,neutral
n awesome,positive
is slowly gettin more followers  vry slowly,neutral
"don't hurt me,",negative
anticipating a tough day ahead,negative
that's SO YOU!,neutral
Yum...wish we could be there today. I have a cold and don't want to infect others...so we will miss our Friday session.,neutral
I have a sore tummy,negative
nline I miss,negative
Stupid bird strike.,negative
Link doesn't work,neutral
I like mine green  Just somehow doesn't taste minty otherwise .. heh heh.,neutral
. The detalis can get a bit gruesome,negative
warm,positive
Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,negative
"MANDY!!!  IT WON'T LET ME VOTE  I WANT HER TO WIN BUT I CAN'T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX",neutral
thanks,positive
RIP Robin,negative
I  didnt know there was a starwars day,neutral
e.i lo,negative
bad newss,negative
Headed to waterfront for a quick drink with the office peeps...Corsen Building of course was booked  Any suggestions?,neutral
Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,neutral
Not  looking forward,negative
i look like a horse in my sam's club card picture because i couldn't find my hair brush. hahaha possibly getting noah tomorrow,neutral
yey,positive
Poor,negative
love,positive
broke my gorilla pod  and I think one Lego Knight lost his helmet,neutral
WOO!,positive
_gaba evrytime i listen to the name of tat plce i am reminded of Mojojojo from dexter's lab,neutral
At work  oh no it's the first day of monthly visitor ahhhhhh,neutral
deck building buddy missing in action,neutral
I didn't think anyone caught that,neutral
Pretty quiet so far. Pr,negative
the definition of true beauty,positive
Is waiting for Foreigner start,neutral
its just one of those days....,neutral
UNC budget  cuts may rise to 18%,neutral
jerk.,negative
http://twitpic.com/66q88 - So....I don't have a PE  but I do have a Pocket Artoo!,neutral
sorry,negative
aw. nick got his heart broken.  poor baby. i love you!,neutral
"awww ) where'd you get that? hugh is so thin. no traces of being wolverine yet. btw, who's that other guy besides RDJ?",neutral
i tried to help,positive
HORRIBLE,negative
good,positive
yay!,positive
"If I knew it was gonna be this kind of party, I would've stuck my **** in the mashed potatoes!",negative
But I'd have to drive  Or get a taxi. Do you have a pool table/jukebox?,neutral
"no matter how much fun i'm having, i need a hug,",positive
Its too nice,positive
watchin family guy,neutral
-a loooooong journey completed today...so thankful!,positive
It's raining at seaworld,neutral
off to sleep  on 2 katy perry songs as soundtrack  x,neutral
o torture,negative
_ Hahaaaha,neutral
Sad,negative
lol you always make me happy.  i promise i won't. lol its only 1 silly. you are up late too my friend,neutral
NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing,neutral
Did find it weird as I think u gave me a ff recommendation too. All sorted then. I can vote for legalisation of pot too if u want,neutral
"Hey guys, this is group for people who belong to &quot;Pune Institute of Compute Technology&quot; college, Pune   via http://twibes.com/g",neutral
Anyone got any remedies for neck pain? Haven't been able to turn my head properly without a bad twinge for a few days now,negative
So much pain.,negative
Today more sore than surgery day. Glad I took extra sick day.  Full recovery expected after 6 weeks.  Calling lawn service firms today,neutral
